408.647 340.2538 360.2538 380.2538 0
20 40 0 20 0
0 20 40 60 80
100 110 130 150 155
175 185 205 0 20
40 60 80 100 120
120 140 160 180 200
220 240 260 280 300
320 0 20 40 60
80 100 120 0 20
40 60 80 100 120
140 160 180 200 220
215 235 255 275 295
305 0 20 40 60
0 20 40 60 80
100 0 20 40 60
80 0 20 40 60
80 100 120 140 160
180 183.836 203.836 223.836 243.836
263.836 283.836 303.836 323.836 343.836
363.836 383.836 397.9044 417.9044 437.9044
457.9044 477.9044 497.9044 517.9044 537.9044
549.5105 569.5105 589.5105 609.5105 511.4721
531.4721 551.4721 0 20 40
60 80 0 20 0
20 40 0 0 20
40 60 0 20 40
0 0 20 40 60
80 100 0 20 34.68282
54.68282 74.68282 94.68282 114.6828 0
20 40 60 80 100
119.3301 139.3301 159.3301 179.3301 199.3301
219.3301 238.7007 258.7007 277.5612 297.5612
317.5612 337.5612 355.1133 375.1133 395.1133
415.1133 435.1133 455.1133 475.1133 495.1133
515.1133 535.1133 555.1133 572.9771 592.9771
612.9771 632.9771 652.9771 672.9771 692.9771
712.9771 732.9771 746.3019 766.3019 786.3019
806.3019 826.3019 846.3019 866.3019 886.3019
906.3019 926.3019 946.3019 964.9816 984.9816
1004.982 1024.982 1044.982 1064.982 1084.982
1104.982 1124.982 1144.982 1164.982 1184.982
1204.982 1304.982 1074.982 1094.982 1114.982
1134.982 1154.982 1174.982 1194.982 1214.982
1234.982 1254.982 1274.982 1294.982 1303.031
1323.031 1343.031 1363.031 1383.031 1400.029
1420.029 1440.029 1460.029 1480.029 1500.029
1517.635 1537.635 1557.635 1577.635 1617.635
1637.635 1647.555 1687.555 1703.28 1723.28
1783.28 1803.28 1816.214 1586.214 1356.214
1376.214 1388.312 1158.312 1218.312 1258.312
1278.312 1298.312 1318.312 1338.312 1108.312
1168.312 1184.077 1204.077 1224.077 994.0766
1009.661 779.6607 799.6607 819.6607 839.6607
858.9773 878.9773 898.9773 918.9773 938.9773
950.7303 970.7303 989.0959 1009.096 1029.096
1049.096 1069.096 1089.096 1109.096 1129.096
1149.096 1169.096 1189.096 1209.096 1229.096
1249.096 1269.096 1539.096 1559.096 1579.096
1649.096 1669.096 1689.096 1709.096 1729.096
1726.824 1496.824 1266.824 1286.824 1306.824
1326.824 1346.824 1386.824 1406.824 1426.824
1446.824 1466.824 1486.824 1506.824 1566.824
1586.824 1606.824 1626.824 1726.824 1746.824
1766.824 1786.824 1806.824 1826.824 1846.824
1866.824 1906.824 1926.824 1946.824 1966.824
2066.824 2086.824 2106.824 0 20
0 20 40 60 79.88699
99.88699 119.887 139.887 159.887 179.887
199.887 219.887 239.887 259.887 279.887
299.887 319.887 339.887 359.887 379.3124
399.3124 418.4959 438.4959 458.4959 477.1521
497.1521 517.1521 0 0 20
40 53.99649 70.91181 0 0
15.0011 35.0011 46.85285 0 20
40 0 0 20 40
60 0 0 20 40
0 20 40 60 80
0 0 20 0 0
20 0 0 0 20
40 60 80 99.04267 119.0427
139.0427 151.0484 171.0484 191.0484 211.0484
0 20 40 60 0
20 40 60 80 99.672
119.672 139.672 159.672 149.6997 169.6997
189.6997 209.6997 229.6997 249.6997 269.6997
289.6997 309.6997 327.8336 347.8336 367.8336
387.8336 407.8336 427.8336 447.8336 466.7375
485.0372 504.2844 524.2844 529.2439 547.8937
567.8937 587.8937 607.8937 627.8937 647.8937
613.1878 632.9347 652.9347 672.4023 692.4023
712.4023 732.4023 752.4023 772.4023 746.2737
766.2737 786.2737 806.2737 0 19.97622
39.85916 59.85916 79.85916 0 20
40 60 80 0 20
40 60 0 19.95273 0
20 40 0 19.98868 39.7054
59.7054 79.7054 90.6181 110.6181 0
20 40 0 0 0
19.98169 39.98169 59.93811 79.93811 99.93811
333.5726 0 20 40 60
80 100 105 125 145
160 0 20 40 60
80 100 120 140 160
180 200 220 183.75 203.75
223.75 243.75 263.75 283.75 303.75
323.75 343.75 363.75 383.75 153.75
173.75 193.75 213.75 233.75 253.75
273.75 279.7008 299.7008 319.7008 339.7008
359.7008 379.7008 399.7008 419.7008 439.7008
459.7008 479.7008 499.7008 519.7008 539.7008
559.7008 579.7008 599.7008 619.7008 639.7008
659.7008 679.7008 699.7008 719.7008 739.7008
759.7008 756.1698 776.1698 796.1698 816.1698
836.1698 856.1698 876.1698 896.1698 916.1698
936.1698 946.643 966.643 986.643 1006.643
1026.643 1146.643 1166.643 1186.643 1206.643
1226.643 1246.643 1266.643 1286.643 1306.643
1326.643 1237.807 1257.807 1027.807 1047.807
1067.807 837.807 857.807 877.807 897.807
917.807 937.807 943.7386 963.7386 983.7386
1003.739 1023.739 1043.739 1063.739 1083.739
1087.133 857.1325 877.1325 897.1325 745.1625
765.1625 785.1625 779.0752 799.0752 819.0752
589.0752 609.0752 625.3455 645.3455 665.3455
685.3455 705.3455 725.3455 745.3455 765.3455
785.3455 805.3455 825.3455 845.3455 865.3455
882.6417 902.6417 922.6417 942.6417 962.6417
982.6417 1002.642 1022.642 1042.642 921.3852
941.3852 961.3852 981.3852 1001.385 1156.068
1176.068 1196.068 1216.068 1236.068 1256.068
1268.944 1288.944 1308.944 1328.944 1348.944
1368.944 1385.292 1405.292 1419.464 1439.464
1459.464 1479.464 1489.199 1509.199 1529.199
1549.199 1569.199 1589.199 1609.199 1629.199
1649.199 1669.199 1689.199 1702.85 1722.85
1742.85 1762.85 1782.85 1802.85 1822.85
1842.85 1862.85 1866.159 1886.159 1906.159
1926.159 1946.159 1966.159 1986.159 2006.159
2026.159 2046.159 2066.159 2083.308 2103.308
2123.308 2143.308 2163.308 2183.308 2203.308
2223.308 2243.308 2263.308 2283.308 2303.308
2323.308 2343.308 2613.308 2633.308 2653.308
2673.308 2693.308 2833.308 2853.308 2873.308
2893.308 2913.308 3033.308 3053.308 3045.378
3065.378 3085.378 3105.378 3125.378 3138.647
3158.647 3198.647 3218.647 3238.647 3258.647
3273.484 3293.484 3303.176 3323.176 3343.176
3363.176 3362.602 3382.602 3394.084 3414.084
3434.084 3454.084 3460.621 3730.621 4000.621
4020.621 4017.752 4287.752 4307.752 4327.752
4097.752 4117.752 4137.752 4157.752 4427.752
4447.752 4451.828 4471.828 4491.828 4761.828
4761.006 5031.006 5051.006 5071.006 5310.183
5325.946 5345.946 5365.946 5385.946 5405.946
5379.284 5399.284 5410.343 5430.343 5629.483
5669.483 5439.483 5459.483 5479.483 5499.483
5269.483 5039.483 4809.483 4829.483 4849.483
4869.483 4889.483 4909.483 5179.483 5199.483
5219.483 5239.483 5259.483 5279.483 5299.483
5251.748 5521.748 5791.748 5798.441 5568.441
5588.441 5668.441 5688.441 5708.441 5478.441
5248.441 5268.441 5288.441 5308.441 5328.441
5348.441 5368.441 5388.441 5408.441 5428.441
5448.441 5468.441 5488.441 5568.441 5338.441
5358.441 5378.441 5148.441 5168.441 4938.441
4958.441 4978.441 5138.441 4948.189 5007.374
5016.545 5036.545 5056.545 5076.545 5089.346
5105.727 5145.727 5165.727 5225.727 5245.727
5265.727 5285.727 5296.634 5066.634 5126.634
5146.634 5166.634 5186.634 5266.634 5286.634
5056.634 5076.634 4846.634 4866.634 4886.634
4906.634 4926.634 0 0 20
40 60 80 0 0
20 40 51.11118 0 20
40 0 0 20 40
60 60.01004 80.01004 100.01 120.01
140.01 160.01 180.01 200.01 220.01
0 0 20 40 0
20 40 0 20 40
60 80 100 118.8512 138.8512
158.8512 178.8512 198.8512 0 20
0 20 40 60 0
20 40 60 0 20
40 0 20 33.32734 53.32734
73.32734 0 0 20 40
0 0 19.8868 0 20
0 20 40 60 80
99.65067 119.4723 139.4723 155.0655 174.6352
194.6352 214.6352 234.6352 4.635173 24.63517
40.97919 60.95481 80.95481 100.875 120.875
140.875 160.875 0 20 37.67146
0 0 20 0 19.97622
39.85916 0 20 0 20
40 0 20 0 20
40 60 0 19.95273 0
20 40 0 19.98868 39.7054
0 0 18.17717 0 0
0 20 0 0 0
20 40 60 0 0
458.4807 478.4807 498.4807 518.4807 538.4807
558.4807 578.4807 598.4807 618.4807 638.4807
658.4807 633.4807 653.4807 673.4807 693.4807
713.4807 733.4807 753.4807 773.4807 793.4807
813.4807 833.4807 853.4807 873.4807 893.4807
913.4807 933.4807 953.4807 973.4807 993.4807
1013.481 1033.481 1053.481 1073.481 1343.481
1363.481 1383.481 1403.481 1423.481 1443.481
1463.481 1412.53 1432.53 1452.53 1472.53
1492.53 1512.53 1532.53 1552.53 1572.53
1592.53 1612.53 1632.53 1652.53 1672.53
1692.53 1712.53 1732.53 1752.53 1772.53
1792.53 1812.53 1832.53 1852.53 1872.53
1892.53 1854.811 1874.811 1894.811 1914.811
1934.811 1954.811 1974.811 1994.811 2014.811
2034.811 2034.338 2054.338 2074.338 2094.338
2114.338 2134.338 2154.338 2174.338 2194.338
2214.338 2234.338 2254.338 2274.338 2294.338
2314.338 2334.338 2354.338 2624.338 2644.338
2664.338 2934.338 2954.338 2974.338 2994.338
3014.338 3034.338 3054.338 3074.338 3094.338
3114.338 3134.338 3154.338 3174.338 3194.338
3214.338 3484.338 3504.338 3524.338 3544.338
3564.338 3584.338 3487.557 3507.557 3527.557
